pressure,ch2o,ch3o2h,ch4,co,dms,h2o2,hno3,ho,ho2,o3,so2,xn2o5,xno,xno2,xno3,zco2,h2so3,h2so4
1.8678799867630005,0.27062110642683823,0.011064311114320899,331.33180679101315,40.66469728848511,0.0,0.13528716486197837,0.10564847149245951,0.3402523864511527,0.3766212775674349,7223.339556124604,7.034648409738979e-10,0.5249298843884432,13.781004115642759,1.0182573572905775,0.00027384455470741653,611250.0,0.0,0.0
2.352590560913086,0.26506661076133864,0.00977843123072515,362.1351120210016,37.92739455832361,0.0,0.13984362086537513,0.23137888428624884,0.27116108837488273,0.3174159719787628,8606.930350651965,5.973101018511046e-10,0.9568244230397402,13.412102909763727,1.8034442380823437,0.00043235658568544194,611250.0,0.0,0.0
2.9483208656311035,0.23333481962278338,0.008076118172293511,398.1642117246843,35.712396003380796,0.0,0.14616539074764467,0.46529072806279925,0.19144224014697483,0.2547797939058312,10246.945597221687,4.803287870791537e-10,1.5109470980609485,12.480433353445619,3.0577044445805828,0.0005517936466122744,611250.0,0.0,0.0
3.6765012741088867,0.18861008130021764,0.006662173393613574,432.1949556166752,33.68773507064462,0.0,0.16345335771612074,0.8297731054442764,0.12191459213689582,0.2053790369831628,11918.486961803865,3.6707342112563605e-10,2.0829470250660926,11.130315188031167,4.545173620190073,0.0006242555157754407,611250.0,0.0,0.0
4.561686038970947,0.15003849707789785,0.005838736250549536,459.1813702208785,31.619884981953167,0.0,0.19136610602482002,1.321582544557461,0.07541149514258796,0.17194013140348074,13287.917681736872,2.670382921002895e-10,2.578792583775611,9.643584079436588,5.780339401573187,0.0006729197401756133,611250.0,0.0,0.0
5.631801128387451,0.12609974222218176,0.005626803176197128,479.5218793497548,29.37213534121636,0.0,0.2279224937642679,1.9478913917611584,0.049544787880739176,0.15140096352543134,14269.897595416598,2.66418091262992e-10,2.968176771593303,8.185848295501804,6.571979843044633,0.0007153121486460456,611250.0,0.0,0.0
6.91832160949707,0.11129971363669823,0.005837245677054945,495.2828415443693,27.08633095593882,0.0,0.26683992399948825,2.739667250777838,0.034143700357391275,0.13791548921412064,14816.208325404052,3.715786172783041e-10,3.2748854740681663,6.795133900006078,7.088984646211019,0.0007743838273409277,611250.0,0.0,0.0
8.456392288208008,0.09614302377228962,0.0057597575574496905,511.0906585059638,25.098398421303298,3.0232041243874366e-36,0.2913777860966446,3.711348209312071,0.0236996105851647,0.12141831738527822,14720.822036906611,4.242832970819644e-10,3.5496145027920827,5.616243581307856,7.156544215261265,0.0008054914718472705,611250.0,0.0,0.0
10.284920692443848,0.08246810433617154,0.005466469770272621,532.4823290051326,23.35484003721275,2.4185632995099493e-35,0.2878120484994806,4.991481840046744,0.016492702687253957,0.10346624165075147,14281.990843301173,4.608775040047056e-10,3.712106662064834,4.6479001203358905,6.991675232597632,0.0008129145561359644,611250.0,0.0,0.0
12.460149765014648,0.06810405699311563,0.004538187185044871,560.6152607621576,22.048599489386966,2.902275959411939e-34,0.2416577644011782,6.360321519306557,0.011485887834010907,0.08171601344082273,13493.063306668773,3.8731815416799327e-10,3.728514640705733,3.875749952457023,6.340079726650948,0.0007373376103715441,611250.0,0.0,0.0
15.050250053405762,0.05619640341900563,0.0038191180376478525,591.6912417407932,20.950949370441347,4.861312232014998e-33,0.18794680414614529,7.615694426554236,0.007938806434912833,0.06292258633982621,12416.348151115622,4.621300670437627e-10,3.6131824604413505,3.1815568698097723,5.574830550895508,0.0006590319893780437,611250.0,0.0,0.0
18.12434959411621,0.0454626462344232,0.003136410057992707,622.1630494943989,19.923766587166053,4.2091466383021405e-31,0.14121080751476148,8.710629077294621,0.005485418856219288,0.04651152184752261,11211.31238808933,1.8433991549754041e-09,3.299614650799211,2.6007978178495725,4.675032166945314,0.0005600974249375465,611250.0,0.0,0.0
21.761005401611328,0.03599809890641204,0.002459912680664394,650.4885290168103,18.94537539194453,1.3044764947087503e-27,0.0985281378090224,9.655725134573146,0.003797990853986458,0.03319640569376947,9922.302221336091,2.4254379640939086e-08,2.8197030309995124,2.1122793329257186,3.7241730995359505,0.00045091336278863935,611250.0,0.0,0.0
26.049108505249023,0.028745079417875213,0.0020185397987123785,677.1601618993373,17.957397544263483,5.544096380474901e-25,0.0701614764550551,10.361520159775218,0.002632340959790591,0.023959642682774375,8565.020076882016,1.8588487913865653e-07,2.267414683633352,1.6711999839547076,2.8721353382030497,0.00035644420828587485,611250.0,0.0,0.0
31.088909149169922,0.023645202979477354,0.0018147323573509896,704.0851271098189,16.88578388225892,9.071425174042724e-23,0.055795563963820544,10.613265436252048,0.0018349103447485018,0.01796137023835076,7276.444193848874,8.502141231303843e-07,1.7036477879084664,1.2791859007229196,2.1711281152544024,0.00027731350190993127,611250.0,0.0,0.0
36.99271011352539,0.01985866775926562,0.0015940068525707074,734.521160615663,15.937496260991995,9.583188437598992e-21,0.04230122497461377,10.189679213364519,0.0012943280751657668,0.013449978887436254,6062.6280173892155,3.7395195404802432e-06,1.2075355428153238,0.9843895374765191,1.6269688297216374,0.00020865679932506733,611250.0,0.0,0.0
